date,gamePk,matchup,pick_team,opp_team,status,result,lab_score_published,model_prob,strength_prob_pick,run_prob_pick,pick_pitcher_score,opp_pitcher_score,pick_bullpen_risk,opp_bullpen_risk,assigned_bullpen_innings,pick_woba_15d,opp_woba_15d,pick_woba_30d,opp_woba_30d,pitch_gap,pitch_edge_supports
2026-08-26,824234,Tampa Bay Rays @ Detroit Tigers,Detroit Tigers,Tampa Bay Rays,watchlist,,65,0.7231,0.9463,0.7458,79,51,76,68,3,0.2886,0.3208,0.3335,0.3152,28,TRUE
2026-08-26,824878,Los Angeles Dodgers @ Atlanta Braves,Los Angeles Dodgers,Atlanta Braves,pass,,61,0.7209,0.9417,0.5741,61,34,43,44,3.7,0.3098,0.2726,0.3136,0.2965,27,TRUE
2026-08-26,822772,Kansas City Royals @ Toronto Blue Jays,Toronto Blue Jays,Kansas City Royals,pass,,60,0.6705,0.8409,0.4446,77,65,54,63,6,0.3279,0.3345,0.3083,0.3195,12,TRUE
2026-08-26,823506,Houston Astros @ New York Yankees,Houston Astros,New York Yankees,pass,,58,0.7177,0.9353,0.3461,68,39,78,61,3.4,0.2938,0.3079,0.3217,0.294,29,TRUE
2026-08-26,823255,Pittsburgh Pirates @ San Diego Padres,San Diego Padres,Pittsburgh Pirates,pass,,53,0.5724,0.6448,0.8252,61,58,66,92,3.9,0.3339,0.2852,0.3315,0.2874,3,FALSE
2026-08-26,824963,Minnesota Twins @ Athletics,Athletics,Minnesota Twins,pass,,53,0.6671,0.8343,0.5996,67,52,86,59,3.6,0.3313,0.3124,0.3069,0.3118,15,TRUE
2026-08-26,823096,Philadelphia Phillies @ Seattle Mariners,Philadelphia Phillies,Seattle Mariners,pass,,49,0.5821,0.6642,,75,70,45,65,3,0.3349,0.3215,0.332,0.306,5,TRUE
2026-08-26,823584,Milwaukee Brewers @ New York Mets,Milwaukee Brewers,New York Mets,pass,,45,0.7235,0.947,0.559,60,40,67,58,3.8,0.3234,0.3197,0.315,0.3305,20,TRUE
2026-08-26,825039,Chicago Cubs @ Arizona Diamondbacks,Arizona Diamondbacks,Chicago Cubs,pass,,44,0.6716,0.8431,0.5136,74,63,65,65,3,0.335,0.3548,0.3257,0.3484,11,TRUE
2026-08-26,822692,Colorado Rockies @ Washington Nationals,Colorado Rockies,Washington Nationals,pass,,43,0.7092,0.9183,0.3379,48,34,71,64,4.3,0.2983,0.2887,0.3164,0.2999,14,TRUE
2026-08-26,823015,Baltimore Orioles @ St. Louis Cardinals,St. Louis Cardinals,Baltimore Orioles,pass,,42,0.5541,0.6081,0.0888,68,63,81,41,3.5,0.312,0.3235,0.311,0.3126,5,TRUE
2026-08-27,823581,Milwaukee Brewers @ New York Mets,Milwaukee Brewers,New York Mets,watchlist,,71,0.7264,0.9529,,86,62,78,70,3,0.3328,0.3247,0.3225,0.3164,24,TRUE
2026-08-27,823503,Houston Astros @ New York Yankees,New York Yankees,Houston Astros,watchlist,,69,0.7301,0.9602,0.5554,77,59,54,83,3.2,0.3193,0.2951,0.2992,0.3205,18,TRUE
2026-08-27,822771,Kansas City Royals @ Toronto Blue Jays,Kansas City Royals,Toronto Blue Jays,pass,,61,0.678,0.856,0.3715,66,56,52,96,3.3,0.3351,0.3206,0.3149,0.3064,10,TRUE
2026-08-27,824879,Los Angeles Dodgers @ Atlanta Braves,Atlanta Braves,Los Angeles Dodgers,pass,,53,0.5753,0.6505,0.613,83,81,69,68,3.1,0.2881,0.3159,0.3055,0.3162,2,FALSE
2026-08-27,823014,Baltimore Orioles @ St. Louis Cardinals,St. Louis Cardinals,Baltimore Orioles,pass,,43,0.5058,0.5116,0.0964,68,65,78,43,4.5,0.3192,0.3257,0.3139,0.3119,3,FALSE
2026-08-27,823179,Arizona Diamondbacks @ San Francisco Giants,San Francisco Giants,Arizona Diamondbacks,pass,,34,0.7041,0.9081,0.5281,60,42,83,55,3.6,0.3139,0.3343,0.2989,0.3289,18,TRUE
2026-08-27,822694,Colorado Rockies @ Washington Nationals,Washington Nationals,Colorado Rockies,pass,,13,0.5703,0.6406,0.2542,49,42,96,62,4.2,0.2791,0.3201,0.2983,0.3262,7,TRUE
2026-08-28,823744,Texas Rangers @ Milwaukee Brewers,Milwaukee Brewers,Texas Rangers,official_pick,,81,0.7329,0.9659,,81,63,66,71,3.7,0.3439,0.3173,0.3213,0.2948,18,TRUE
2026-08-28,822691,Miami Marlins @ Washington Nationals,Miami Marlins,Washington Nationals,official_pick,,72,0.7326,0.9652,0.2693,74,25,76,100,3.4,0.3023,0.2843,0.3136,0.3013,49,TRUE
2026-08-28,824231,Los Angeles Dodgers @ Detroit Tigers,Los Angeles Dodgers,Detroit Tigers,watchlist,,71,0.7216,0.9431,0.2865,82,64,61,57,3,0.2992,0.2772,0.3077,0.3162,18,TRUE
2026-08-28,822769,Seattle Mariners @ Toronto Blue Jays,Toronto Blue Jays,Seattle Mariners,pass,,64,0.6135,0.727,0.5354,82,73,100,70,3,0.3177,0.3107,0.3069,0.2962,9,TRUE
2026-08-28,824396,Kansas City Royals @ Cleveland Guardians,Kansas City Royals,Cleveland Guardians,pass,,64,0.5546,0.6092,0.5758,71,67,49,70,2.7,0.3597,0.3101,0.3272,0.3218,4,TRUE
2026-08-28,824960,Baltimore Orioles @ Athletics,Baltimore Orioles,Athletics,pass,,52,0.7144,0.9288,0.1992,65,52,40,67,3.4,0.322,0.3434,0.3161,0.3113,13,TRUE
2026-08-28,823504,Boston Red Sox @ New York Yankees,New York Yankees,Boston Red Sox,pass,,46,0.7336,0.9672,,84,46,53,54,3.1,0.2977,0.3505,0.2978,0.3543,38,TRUE
2026-08-28,823583,Houston Astros @ New York Mets,New York Mets,Houston Astros,pass,,46,0.54,0.5801,0.5277,66,63,64,71,4.3,0.3112,0.3065,0.311,0.3206,3,FALSE
2026-08-28,822935,San Diego Padres @ Tampa Bay Rays,Tampa Bay Rays,San Diego Padres,pass,,46,0.5373,0.5746,,74,73,51,51,4.1,0.294,0.3226,0.3176,0.3266,1,FALSE
2026-08-28,823178,Arizona Diamondbacks @ San Francisco Giants,San Francisco Giants,Arizona Diamondbacks,pass,,46,0.719,0.938,0.4864,65,43,83,57,3.8,0.3216,0.3202,0.3009,0.3258,22,TRUE
2026-08-28,824638,Cincinnati Reds @ Chicago Cubs,Chicago Cubs,Cincinnati Reds,pass,,45,0.5212,0.5423,0.6847,51,51,52,61,3.9,0.3264,0.3009,0.3352,0.2993,0,FALSE
2026-08-28,823013,Pittsburgh Pirates @ St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,pass,,40,0.7337,0.9674,0.5284,60,31,66,100,4.5,0.2932,0.3211,0.2818,0.3178,29,TRUE
2026-08-28,824877,Colorado Rockies @ Atlanta Braves,Atlanta Braves,Colorado Rockies,pass,,37,0.6632,0.8264,0.6834,64,56,50,60,4,0.2691,0.315,0.3024,0.3228,8,TRUE
2026-08-28,823985,Philadelphia Phillies @ Los Angeles Angels,Los Angeles Angels,Philadelphia Phillies,pass,,36,0.7139,0.9278,,74,46,66,39,3.3,0.2953,0.3489,0.2749,0.3375,28,TRUE
2026-08-28,823666,Chicago White Sox @ Minnesota Twins,Minnesota Twins,Chicago White Sox,pass,,26,0.538,0.576,0.2294,57,54,63,78,3.7,0.3128,0.3521,0.3107,0.3295,3,FALSE
2026-08-29,823986,Philadelphia Phillies @ Los Angeles Angels,Philadelphia Phillies,Los Angeles Angels,official_pick,,93,0.7347,0.9694,,77,45,38,65,2.8,0.3423,0.2794,0.3375,0.2696,32,TRUE
2026-08-29,823501,Boston Red Sox @ New York Yankees,Boston Red Sox,New York Yankees,value_watch,,90,0.6824,0.8647,,92,78,46,52,7.7,0.3423,0.2903,0.349,0.2924,14,TRUE
2026-08-29,823539,Boston Red Sox @ New York Yankees,Boston Red Sox,New York Yankees,watchlist,,73,0.5287,0.5574,,72,68,46,52,3.2,0.3449,0.3011,0.3504,0.2978,4,TRUE
2026-08-29,824392,Kansas City Royals @ Cleveland Guardians,Kansas City Royals,Cleveland Guardians,watchlist,,71,0.5213,0.5427,0.5656,76,74,37,63,6,0.3581,0.3125,0.3254,0.3142,2,FALSE
2026-08-29,824230,Los Angeles Dodgers @ Detroit Tigers,Los Angeles Dodgers,Detroit Tigers,pass,,63,0.5375,0.5749,0.3379,76,75,51,59,3.8,0.3092,0.2718,0.3082,0.314,1,FALSE
2026-08-29,824637,Cincinnati Reds @ Chicago Cubs,Chicago Cubs,Cincinnati Reds,pass,,63,0.6187,0.7374,0.7643,64,58,63,64,3.4,0.3471,0.3049,0.3421,0.3078,6,TRUE
2026-08-29,823582,Houston Astros @ New York Mets,New York Mets,Houston Astros,pass,,63,0.7208,0.9415,0.5722,73,33,58,70,3.3,0.3017,0.2995,0.3142,0.3149,40,TRUE
2026-08-29,822936,San Diego Padres @ Tampa Bay Rays,Tampa Bay Rays,San Diego Padres,pass,,60,0.7191,0.9382,0.2808,75,58,47,49,3.1,0.2997,0.3134,0.3218,0.3247,17,TRUE
2026-08-29,822770,Seattle Mariners @ Toronto Blue Jays,Toronto Blue Jays,Seattle Mariners,pass,,59,0.6646,0.8292,0.6062,67,55,89,68,3.4,0.3398,0.3116,0.3102,0.297,12,TRUE
2026-08-29,823177,Arizona Diamondbacks @ San Francisco Giants,San Francisco Giants,Arizona Diamondbacks,pass,,51,0.7201,0.9403,0.6038,73,47,78,69,6.2,0.3194,0.3267,0.292,0.3312,26,TRUE
2026-08-29,824961,Baltimore Orioles @ Athletics,Baltimore Orioles,Athletics,pass,,50,0.735,0.9701,0.1909,62,43,39,68,3.2,0.3151,0.3381,0.316,0.3103,19,TRUE
2026-08-29,824874,Colorado Rockies @ Atlanta Braves,Atlanta Braves,Colorado Rockies,pass,,49,0.735,0.9701,0.5554,69,47,51,64,4,0.2812,0.3167,0.3107,0.3272,22,TRUE
2026-08-29,823011,Pittsburgh Pirates @ St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,pass,,48,0.647,0.794,0.649,77,70,59,100,6.7,0.2675,0.3186,0.2829,0.3186,7,TRUE
2026-08-29,822690,Miami Marlins @ Washington Nationals,Washington Nationals,Miami Marlins,pass,,47,0.5371,0.5741,,73,70,83,76,3.7,0.2885,0.3079,0.3051,0.3088,3,FALSE
2026-08-29,823741,Texas Rangers @ Milwaukee Brewers,Texas Rangers,Milwaukee Brewers,pass,,38,0.5464,0.5928,0.8481,73,66,69,58,4,0.3161,0.3489,0.2932,0.3248,7,TRUE
2026-08-29,823665,Chicago White Sox @ Minnesota Twins,Minnesota Twins,Chicago White Sox,pass,,32,0.5149,0.5297,0.2969,61,59,70,76,3.6,0.3214,0.3523,0.3192,0.333,2,FALSE
2026-08-29,823176,Arizona Diamondbacks @ San Francisco Giants,San Francisco Giants,Arizona Diamondbacks,pass,,18,0.5107,0.5215,0.4321,50,47,78,69,4.5,0.3125,0.3247,0.2892,0.33,3,FALSE
2026-08-30,823987,Philadelphia Phillies @ Los Angeles Angels,Philadelphia Phillies,Los Angeles Angels,official_pick,,92,0.7365,0.973,,75,40,44,77,3.3,0.3378,0.2675,0.3355,0.2663,35,TRUE
2026-08-30,823502,Boston Red Sox @ New York Yankees,Boston Red Sox,New York Yankees,official_pick,,76,0.6606,0.8212,,71,59,79,81,3.9,0.3416,0.2986,0.3469,0.2972,12,TRUE
2026-08-30,823662,Chicago White Sox @ Minnesota Twins,Chicago White Sox,Minnesota Twins,value_watch,,76,0.7321,0.9642,0.1883,84,58,75,70,8,0.3317,0.3123,0.3335,0.3184,26,TRUE
2026-08-30,824232,Los Angeles Dodgers @ Detroit Tigers,Los Angeles Dodgers,Detroit Tigers,official_pick,,72,0.7261,0.9523,0.3419,77,58,58,65,3.4,0.3016,0.267,0.3039,0.3134,19,TRUE
2026-08-30,823580,Houston Astros @ New York Mets,New York Mets,Houston Astros,watchlist,,69,0.7226,0.9452,0.6558,72,23,57,87,3.4,0.3052,0.2883,0.3194,0.3117,49,TRUE
2026-08-30,822933,San Diego Padres @ Tampa Bay Rays,Tampa Bay Rays,San Diego Padres,watchlist,,67,0.7,0.9,0.514,80,67,54,47,3.4,0.3068,0.3032,0.323,0.3274,13,TRUE
2026-08-30,823740,Texas Rangers @ Milwaukee Brewers,Milwaukee Brewers,Texas Rangers,pass,,58,0.6269,0.7538,,61,58,57,65,4,0.3543,0.3232,0.3245,0.2983,3,FALSE
2026-08-30,822766,Seattle Mariners @ Toronto Blue Jays,Seattle Mariners,Toronto Blue Jays,pass,,56,0.7299,0.9598,0.5567,76,33,69,77,3,0.3027,0.336,0.2954,0.3088,43,TRUE
2026-08-30,824393,Kansas City Royals @ Cleveland Guardians,Cleveland Guardians,Kansas City Royals,pass,,53,0.7271,0.9542,0.4587,81,57,65,48,3,0.3035,0.3573,0.3113,0.3275,24,TRUE
2026-08-30,822688,Miami Marlins @ Washington Nationals,Miami Marlins,Washington Nationals,pass,,50,0.5035,0.5071,0.3724,62,63,71,89,3.9,0.3153,0.2916,0.3066,0.3014,1,FALSE
2026-08-30,823010,Pittsburgh Pirates @ St. Louis Cardinals,Pittsburgh Pirates,St. Louis Cardinals,pass,,48,0.7331,0.9663,0.4716,74,51,79,100,3,0.2686,0.3204,0.2868,0.3146,23,TRUE
2026-08-30,824876,Colorado Rockies @ Atlanta Braves,Atlanta Braves,Colorado Rockies,pass,,37,0.5589,0.6178,0.5271,61,62,50,77,3.6,0.2921,0.3137,0.3109,0.3255,1,FALSE
2026-08-30,824636,Cincinnati Reds @ Chicago Cubs,Cincinnati Reds,Chicago Cubs,pass,,32,0.5803,0.6606,0.7661,77,71,85,58,3.4,0.308,0.3753,0.3052,0.3544,6,TRUE
2026-08-30,824959,Baltimore Orioles @ Athletics,Baltimore Orioles,Athletics,pass,,31,0.6545,0.8091,0.1503,50,44,73,72,4.1,0.3078,0.3317,0.3153,0.3119,6,TRUE
2026-08-31,824719,Seattle Mariners @ Boston Red Sox,Boston Red Sox,Seattle Mariners,official_pick,,83,0.6948,0.8896,0.8185,77,64,87,53,3.3,0.334,0.2812,0.3427,0.2906,13,TRUE
2026-08-31,823663,Detroit Tigers @ Minnesota Twins,Minnesota Twins,Detroit Tigers,pass,,64,0.6212,0.7425,0.6748,65,56,50,51,3.3,0.3135,0.2564,0.3188,0.2999,9,TRUE
2026-08-31,824473,San Diego Padres @ Cincinnati Reds,San Diego Padres,Cincinnati Reds,pass,,60,0.7167,0.9333,0.2073,71,56,76,79,3.2,0.3046,0.3172,0.3185,0.3036,15,TRUE
2026-08-31,822932,New York Mets @ Tampa Bay Rays,Tampa Bay Rays,New York Mets,pass,,58,0.7314,0.9629,0.6871,68,27,63,57,4.3,0.3034,0.2995,0.3246,0.3209,41,TRUE
